영상ID,제목,업로드일,조회수,좋아요,댓글수,설명(첫줄),URL
lAu5mbQ50Ag,"행복은 생각, 말, 행동이 조화를 이루는 것입니다  -  마하트마 간디",2023-10-29,7,0,0,"행복은 생각, 말, 행동이 조화를 이루는 것입니다",https://youtu.be/lAu5mbQ50Ag
lOQh2J4W4TY,행복은 장소가 아니라 방향입니다    시드니 J  해리스,2023-10-29,15,0,0,행복은 장소가 아니라 방향입니다,https://youtu.be/lOQh2J4W4TY
g2xIKE8cAdY,"가장 중요한 것은 인생을 즐기는 것, 즉 행복해지는 것입니다  -  오드리 헵번",2023-10-29,20,1,0,"가장 중요한 것은 인생을 즐기는 것, 즉 행복해지는 것입니다",https://youtu.be/g2xIKE8cAdY
swQQe1cLTPU,행복은 문제가 없는 것이 아니라 문제를 다룰 수 있는 능력입니다  -  스티브 마라볼리,2023-10-29,11,0,0,행복은 문제가 없는 것이 아니라 문제를 다룰 수 있는 능력입니다,https://youtu.be/swQQe1cLTPU
mLyR46F9knc,행복의 열쇠는 받아들일 것과 버릴 것을 선택할 수 있는 힘이 자신에게 있다는 것을 아는 것입니다  -  도딘스키,2023-10-29,2,0,0,행복의 열쇠는 받아들일 것과 버릴 것을,https://youtu.be/mLyR46F9knc
mGP9Ysic9PM,가장 행복한 사람은 모든 것을 다 가진 사람이 아니라 모든 것에서 최선을 다하는 사람입니다,2023-10-29,22,0,0,가장 행복한 사람은 모든 것을 다 가진 사람이 아니라,https://youtu.be/mGP9Ysic9PM
nV7ktAILPBU,행복은 결과가 아니라 선택입니다  -   랄프 마스턴,2023-10-29,5,0,0,행복은 결과가 아니라 선택입니다  ,https://youtu.be/nV7ktAILPBU
wKtRyCfiLTU,행복은 따뜻한 강아지입니다  -   찰스 M  슐츠,2023-10-29,6,0,0,행복은 따뜻한 강아지입니다,https://youtu.be/wKtRyCfiLTU
sS8iHR48z0I,우리 삶의 목적은 행복해지는 것이다  -   달라이 라마,2023-10-29,7,0,0,우리 삶의 목적은 행복해지는 것이다,https://youtu.be/sS8iHR48z0I
b-VxhNNtNjs,행복은 이미 만들어진 것이 아닙니다  그것은 당신 자신의 행동에서 비롯됩니다  -  달라이 라마,2023-10-29,5,0,0,행복은 이미 만들어진 것이 아닙니다,https://youtu.be/b-VxhNNtNjs
BxGNU_goiXo,당신이 가질 수 있는 가장 큰 행복은 행복이 반드시 필요하지 않다는 것을 아는 것입니다 -  윌리엄 사로얀,2023-10-29,3,0,0,당신이 가질 수 있는 가장 큰 행복은,https://youtu.be/BxGNU_goiXo
D12bflqVxtA,명언 인사말,2023-10-29,3,0,0,명언 인사말,https://youtu.be/D12bflqVxtA
kiJPQZ-bYY8,다윗왕의 신앙과 리더십 12,2023-10-29,5,0,0,국가의 합병  단결의 힘을 발견하다,https://youtu.be/kiJPQZ-bYY8
i3DjMUeBcss,024-A-11 석사 박사 학위 논문 잘 쓰는 법 요약 모음,2023-10-28,73,0,0,석사 박사 학위 논문 잘 쓰는 법 요약 모음,https://youtu.be/i3DjMUeBcss
O1J6B1vmpC8,석사 박사 학위 논문 잘 쓰는법 16,2023-10-28,3,1,0,구술 시험에서 질문에 답하기,https://youtu.be/O1J6B1vmpC8
0blLNFPOXR8,석사 박사 학위 논문 잘 쓰는법 20,2023-10-28,11,0,0,논문 작성에 대한 보상,https://youtu.be/0blLNFPOXR8
xuhsC_lgkkI,석사 박사 학위 논문 잘 쓰는법 19,2023-10-28,4,0,0,시간과 자원 관리,https://youtu.be/xuhsC_lgkkI
NbuPnm1FV7Y,석사 박사 학위 논문 잘 쓰는법 18,2023-10-28,22,0,0,조언자와 효과적으로 협력하기,https://youtu.be/NbuPnm1FV7Y
BVdL-XhH_4E,석사 박사 학위 논문 잘 쓰는법 17,2023-10-28,6,1,0,대안적인 글쓰기 스타일 탐색,https://youtu.be/BVdL-XhH_4E
Tg5Y4Wwp_lc,석사 박사 학위 논문 잘 쓰는법 15,2023-10-28,6,0,0,토론 섹션 작성,https://youtu.be/Tg5Y4Wwp_lc
zNEjcvbg5Ag,석사 박사 학위 논문 잘 쓰는법 09,2023-10-28,3,0,0,작업 편집 및 수정,https://youtu.be/zNEjcvbg5Ag
LWO9UO78Olk,석사 박사 학위 논문 잘 쓰는법 12,2023-10-28,4,1,0,에세이 및 문학 리뷰 작성,https://youtu.be/LWO9UO78Olk
-j7xu6WTYVw,석사 박사 학위 논문 잘 쓰는법 13,2023-10-28,41,0,0,연구 제안서 및 보고서 작성,https://youtu.be/-j7xu6WTYVw
95__8xiCQlY,석사 박사 학위 논문 잘 쓰는법 14,2023-10-28,16,0,0,논문 또는 논문의 구조화,https://youtu.be/95__8xiCQlY
J6CLjfR6h0A,석사 박사 학위 논문 잘 쓰는법 04,2023-10-28,7,1,0,"소스 작업  1차, 2차, 3차",https://youtu.be/J6CLjfR6h0A
GoaL-rAC0zM,석사 박사 학위 논문 잘 쓰는법 11,2023-10-28,43,2,0,다양한 유형의 작문 과제 탐색,https://youtu.be/GoaL-rAC0zM
ThZW97ESFXQ,석사 박사 학위 논문 잘 쓰는법 10,2023-10-28,5,0,0,잠재적인 질문을 예측하고 해결하기,https://youtu.be/ThZW97ESFXQ
tykz2VQrGfM,석사 박사 학위 논문 잘 쓰는법 08,2023-10-28,1,0,0,당신의 생각을 전달하는 데 적합한 단어 찾기,https://youtu.be/tykz2VQrGfM
CXOPg_magW4,석사 박사 학위 논문 잘 쓰는법 06,2023-10-28,19,0,0,논증에 가장 적합한 시각적 자료 결정,https://youtu.be/CXOPg_magW4
JmbCnx3fk8Y,석사 박사 학위 논문 잘 쓰는법 07,2023-10-28,35,0,0,표절 방지,https://youtu.be/JmbCnx3fk8Y
KdGjEo82M2Y,석사 박사 학위 논문 잘 쓰는법 05,2023-10-28,42,1,0,"적절한 인용  APA, MLA 및 시카고 스타일",https://youtu.be/KdGjEo82M2Y
97qbL__6Of4,석사 박사 학위 논문 잘 쓰는법 01,2023-10-28,41,0,0,논문 및 논문작성 기초의 이해,https://youtu.be/97qbL__6Of4
d8BL7fq2cfk,석사 박사 학위 논문 잘 쓰는법 03,2023-10-28,28,1,0,학문적 스타일과 어조 익히기,https://youtu.be/d8BL7fq2cfk
xswV2hkr7u4,석사 박사 학위 논문 잘 쓰는법 02,2023-10-28,21,0,0,서면 작업의 구조화 및 구성,https://youtu.be/xswV2hkr7u4
CnUdFwOu6xk,석사 박사 학위 논문 잘 쓰는법 소개,2023-10-28,415,6,0,석사 박사 학위 논문 잘 쓰는법 소개,https://youtu.be/CnUdFwOu6xk
ocOWXMHFpHw,인성과 인생을 바꾸는 감사의 힘 15,2023-10-26,3,0,0,어려울 때 감사를 실천하기,https://youtu.be/ocOWXMHFpHw
Zq_lIbiY3I4,인성과 인생을 바꾸는 감사의 힘 18,2023-10-26,7,1,0,감사를 통한 관계 육성,https://youtu.be/Zq_lIbiY3I4
F0NZhBgHSh8,인성과 인생을 바꾸는 감사의 힘 17,2023-10-26,1,0,0,감사를 통해 스트레스와 불안을 줄이는 방법,https://youtu.be/F0NZhBgHSh8
GgKt6yoVVRo,인성과 인생을 바꾸는 감사의 힘 19,2023-10-26,14,0,0,감사로 역경을 극복하다,https://youtu.be/GgKt6yoVVRo
3EfYi9wFjAI,인성과 인생을 바꾸는 감사의 힘 16자연과 주변의 아름다움을 연결하세요,2023-10-26,23,0,0,자연과 주변의 아름다움을 연결하세요,https://youtu.be/3EfYi9wFjAI
-Ed6eJ5EqVM,인성과 인생을 바꾸는 감사의 힘 20,2023-10-26,5,0,0,감사를 통해 최고의 잠재력에 도달,https://youtu.be/-Ed6eJ5EqVM
nXAdinYK-WE,035-U-01 미국 육군사관학교의 리더십 교육 요약 모음,2023-10-26,68,2,0,미국 육군사관학교의 리더십 교육 요약 모음,https://youtu.be/nXAdinYK-WE
QOunhDAubps,미국 육군사관학교의 리더십 교육 21,2023-10-26,79,1,0,웨스트포인트 명예 규정이 21세기 리더에게 미치는 영향,https://youtu.be/QOunhDAubps
iwe7BC_nf6k,미국 육군사관학교의 리더십 교육 20,2023-10-26,9,0,0,리더로서의 멘토링과 코칭,https://youtu.be/iwe7BC_nf6k
_AnKSPuejAQ,미국 육군사관학교의 리더십 교육 19,2023-10-26,6,0,0,리더십과 팀워크,https://youtu.be/_AnKSPuejAQ
cx52vGkbc28,미국 육군사관학교의 리더십 교육 18,2023-10-26,15,2,0,웨스트포인트의 명예 규정을 통한 관계 구축,https://youtu.be/cx52vGkbc28
nG_LOVB1dSw,미국 육군사관학교의 리더십 교육 17,2023-10-26,16,0,0,갈등 해결 및 웨스트 포인트 명예 규정,https://youtu.be/nG_LOVB1dSw
I0nyV6jS9bo,미국 육군사관학교의 리더십 교육 16,2023-10-26,20,1,0,의사결정에 웨스트포인트 명예 규정 적용,https://youtu.be/I0nyV6jS9bo
mYig9jBZ620,미국 육군사관학교의 리더십 교육 13,2023-10-26,56,3,0,책임 자신의 행동에 책임을 지는 것,https://youtu.be/mYig9jBZ620
VNmHXKbzLdU,미국 육군사관학교의 리더십 교육 15,2023-10-26,6,0,0,리더십 원칙의 실천,https://youtu.be/VNmHXKbzLdU
l_PvUc0yJq0,미국 육군사관학교의 리더십 교육 14,2023-10-26,10,0,0,리더십 사고방식 개발,https://youtu.be/l_PvUc0yJq0
YLB5iCF20Y8,미국 육군사관학교의 리더십 교육 11,2023-10-26,29,0,0,존중 리더십의 기둥,https://youtu.be/YLB5iCF20Y8
kdePL3Y8g2Q,미국 육군사관학교의 리더십 교육 12,2023-10-26,19,0,0,용기 도전 극복,https://youtu.be/kdePL3Y8g2Q
43nEOKiETQ4,미국 육군사관학교의 리더십 교육 10,2023-10-26,12,0,0,명예  존중의 원칙 2,https://youtu.be/43nEOKiETQ4
860AaAR8ZLo,미국 육군사관학교의 리더십 교육 09,2023-10-26,6,0,0,명예  존중의 원칙 1,https://youtu.be/860AaAR8ZLo
Z_no41qqrqs,미국 육군사관학교의 리더십 교육 08,2023-10-26,3,0,0,자기보다 봉사하라 자신보다 다른 사람을 먼저 생각하라,https://youtu.be/Z_no41qqrqs
Sbyu1Lfghc8,미국 육군사관학교의 리더십 교육 07,2023-10-26,53,0,0,전문성 리더의 길,https://youtu.be/Sbyu1Lfghc8
oMDDuo2HaN4,미국 육군사관학교의 리더십 교육 06,2023-10-26,29,0,0,의무감 리더의 책임,https://youtu.be/oMDDuo2HaN4
iLKIvQM-7Ks,미국 육군사관학교의 리더십 교육 03,2023-10-26,554,6,0,웨스트포인트 명예 규정이 중요한 이유,https://youtu.be/iLKIvQM-7Ks
UCWCQl-drp4,미국 육군사관학교의 리더십 교육 05,2023-10-26,45,2,0,충성심 리더십의 미덕,https://youtu.be/UCWCQl-drp4
kfoEJePatuE,미국 육군사관학교의 리더십 교육 04,2023-10-26,39,0,0,정직성 웨스트포인트의 명예 규정의 핵심 원칙,https://youtu.be/kfoEJePatuE
1mZtqljw7rQ,미국 육군사관학교의 리더십 교육 01,2023-10-26,162,0,0,리더십의 성격,https://youtu.be/1mZtqljw7rQ
RVFBR87sqqw,미국 육군사관학교의 리더십 교육 02,2023-10-26,164,2,0,웨스트포인트 명예 규정이란 무엇입니까,https://youtu.be/RVFBR87sqqw
k83jxVgArlY,미국 육군사관학교의 리더십 교육 소개,2023-10-26,152,1,0,미국 육군사관학교의 리더십 교육 소개,https://youtu.be/k83jxVgArlY
naUxeX2rfd8,한국에서 노벨상 수상자를 만드는 방법과 전략 요약 모음,2023-10-25,6,0,0,한국에서 노벨상 수상자를 만드는 방법과 전략 요약 모음,https://youtu.be/naUxeX2rfd8
3IOaeFOaWoA,"모세, 유대 민족을 탈출시킨 지도자의 신앙과 리더십 요약 모음",2023-10-25,9,1,0,"모세, 유대 민족을 탈출시킨 지도자의 신앙과 리더십 요약 모음",https://youtu.be/3IOaeFOaWoA
t0JSTBMabJo,"모세, 유대 민족을 탈출시킨 지도자의 신앙과 리더십 20",2023-10-25,0,0,0,현명하게 이끄는 지혜,https://youtu.be/t0JSTBMabJo
U35j3UtzD_4,"모세, 유대 민족을 탈출시킨 지도자의 신앙과 리더십 19",2023-10-25,2,0,0,모세의 지혜를 현대적인 결정에 적용하기,https://youtu.be/U35j3UtzD_4
6E8pFzCTilM,성경이 가르치는 삶의 지혜 05,2023-10-25,3,0,0,항복하기 하나님의 뜻을 살기,https://youtu.be/6E8pFzCTilM
T5nx3Mwho1E,성경이 가르치는 삶의 지혜 06,2023-10-25,20,0,0,만족 감사를 이해하기,https://youtu.be/T5nx3Mwho1E
PxQFeZ4dZmc,성경이 가르치는 삶의 지혜 04,2023-10-25,1,0,0,용서하기 과거를 놓아주기,https://youtu.be/PxQFeZ4dZmc
CJZIS1spBdM,"모세, 유대 민족을 탈출시킨 지도자의 신앙과 리더십 18",2023-10-25,1,0,0,하나님의 계획 믿기,https://youtu.be/CJZIS1spBdM
zAvW6lx0AB4,"모세, 유대 민족을 탈출시킨 지도자의 신앙과 리더십 17",2023-10-25,1,0,0,주의 법칙,https://youtu.be/zAvW6lx0AB4
FxCyv5QxhYg,"모세, 유대 민족을 탈출시킨 지도자의 신앙과 리더십 16",2023-10-25,4,0,0,판단의 중요한 균형,https://youtu.be/FxCyv5QxhYg
3dFNaZZlH9c,"모세, 유대 민족을 탈출시킨 지도자의 신앙과 리더십 15",2023-10-25,3,0,0,다른 이들을 격려하고 권한 부여,https://youtu.be/3dFNaZZlH9c
AF7tjzbyl4E,"모세, 유대 민족을 탈출시킨 지도자의 신앙과 리더십 12",2023-10-25,6,0,0,반대에 대처하기,https://youtu.be/AF7tjzbyl4E
1YuBgX-lJ04,"모세, 유대 민족을 탈출시킨 지도자의 신앙과 리더십 14",2023-10-25,0,0,0,덕행의 지도자 임명,https://youtu.be/1YuBgX-lJ04
ie6mtcNC7Pg,"모세, 유대 민족을 탈출시킨 지도자의 신앙과 리더십 13",2023-10-25,1,0,0,갈등 시기에 리딩하기,https://youtu.be/ie6mtcNC7Pg
f4zR5QfQLoI,"모세, 유대 민족을 탈출시킨 지도자의 신앙과 리더십 10",2023-10-25,25,1,0,리더십 위임,https://youtu.be/f4zR5QfQLoI
iE1rmcJsj6w,"모세, 유대 민족을 탈출시킨 지도자의 신앙과 리더십 08",2023-10-25,17,0,0,권한과 존중,https://youtu.be/iE1rmcJsj6w
mQVxvyDBfXg,"모세, 유대 민족을 탈출시킨 지도자의 신앙과 리더십 11",2023-10-25,3,0,0,대담한 결정 내리기,https://youtu.be/mQVxvyDBfXg
E8AEz_3r8SM,"모세, 유대 민족을 탈출시킨 지도자의 신앙과 리더십 09",2023-10-25,12,0,0,어려운 상황에서의 리더십,https://youtu.be/E8AEz_3r8SM
3QtcNMEeQB4,"모세, 유대 민족을 탈출시킨 지도자의 신앙과 리더십 07",2023-10-25,7,1,0,이해와 동정으로 인도하기,https://youtu.be/3QtcNMEeQB4
RcezxxEodjQ,인성과 인생을 바꾸는 감사의 힘 14감사와 감사의 연결,2023-10-25,85,0,0,감사와 감사의 연결,https://youtu.be/RcezxxEodjQ
Y6dlKxeuW_E,022-A-10 인성과 인생을 바꾸는 감사의 힘 요약 모음,2023-10-23,21,0,0,,https://youtu.be/Y6dlKxeuW_E
60XhWYWCgZk,028-A-14 학교 폭력 감소 & 예방법 요약 모음,2023-10-23,4,0,0,,https://youtu.be/60XhWYWCgZk
riZwU-PUv24,한국에서 노벨상 수상자를 만드는 방법과 전략 19기술의 역할  성공을 위한 기술 통합,2023-10-23,10,0,0,,https://youtu.be/riZwU-PUv24
hzoHaGo_TWo,한국에서 노벨상 수상자를 만드는 방법과 전략 20결론  가능성의 세계를 바라보다,2023-10-23,4,0,0,,https://youtu.be/hzoHaGo_TWo
cR_bWPYtT7Q,한국에서 노벨상 수상자를 만드는 방법과 전략 18일과 삶의 균형  건강한 일과 삶의 균형 유지,2023-10-23,6,0,0,,https://youtu.be/cR_bWPYtT7Q
hviz3bXhXOw,한국에서 노벨상 수상자를 만드는 방법과 전략 17기업가 정신  연구를 수익으로 전환,2023-10-23,10,0,0,,https://youtu.be/hviz3bXhXOw
BQ4aQzeHmRM,한국에서 노벨상 수상자를 만드는 방법과 전략 16표창 신청  통지를 받는 방법,2023-10-23,10,0,0,,https://youtu.be/BQ4aQzeHmRM
9HRwpmHhhSI,한국에서 노벨상 수상자를 만드는 방법과 전략 15보조금 제안서 작성  자금 제공자를 위한 글쓰기,2023-10-23,3,0,0,,https://youtu.be/9HRwpmHhhSI
pQikXNi37Sc,한국에서 노벨상 수상자를 만드는 방법과 전략 13연구 정리 및 발표  영향력 있는 프레젠테이션 만들기,2023-10-23,2,0,0,,https://youtu.be/pQikXNi37Sc
WJKveEbZN1s,한국에서 노벨상 수상자를 만드는 방법과 전략 14면접 과정  좋은 인상을 남기는 방법,2023-10-23,19,0,0,,https://youtu.be/WJKveEbZN1s
VHG8-RtzltU,한국에서 노벨상 수상자를 만드는 방법과 전략 12자신의 목소리 찾기  과학적 주장 강화,2023-10-23,1,0,0,,https://youtu.be/VHG8-RtzltU
stPkxSvv6DA,한국에서 노벨상 수상자를 만드는 방법과 전략 09과학 문화의 이해  다양한 규칙에 적응하기,2023-10-23,13,0,0,,https://youtu.be/stPkxSvv6DA
LcajV1eullE,한국에서 노벨상 수상자를 만드는 방법과 전략 11과학의 한계를 뛰어넘다  앞서가는 방법,2023-10-23,7,0,0,,https://youtu.be/LcajV1eullE
2wKQB2NOdR0,한국에서 노벨상 수상자를 만드는 방법과 전략 07지원 네트워크 구축  챔피언과 함께하세요,2023-10-23,3,0,0,,https://youtu.be/2wKQB2NOdR0
hxgSquVKbV8,한국에서 노벨상 수상자를 만드는 방법과 전략 10다양한 분야 탐색  더 나은 결과를 위한 분야 간 협업,2023-10-23,0,0,0,,https://youtu.be/hxgSquVKbV8
mg_S1trVPcw,한국에서 노벨상 수상자를 만드는 방법과 전략 08효과적인 멘토 되기  후배 과학자들의 성공을 지도하기,2023-10-23,2,0,0,,https://youtu.be/mg_S1trVPcw
M4yXnAn0IhM,한국에서 노벨상 수상자를 만드는 방법과 전략 05자금 조달 및 융자  성공적인 과학 프로그램 성장,2023-10-23,1,0,0,,https://youtu.be/M4yXnAn0IhM
SNrbAcqA2RI,한국에서 노벨상 수상자를 만드는 방법과 전략 06연구 전략 수립  틈새 시장 찾기,2023-10-23,1,0,0,,https://youtu.be/SNrbAcqA2RI
qcWq9edX9_4,한국에서 노벨상 수상자를 만드는 방법과 전략 04협업 방법 배우기  팀워크의 힘,2023-10-23,8,0,0,,https://youtu.be/qcWq9edX9_4
AOxyOBnIqAM,한국에서 노벨상 수상자를 만드는 방법과 전략 01이 책에서 기대할 수 있는 것,2023-10-23,0,1,0,,https://youtu.be/AOxyOBnIqAM
UV31EPr0kro,한국에서 노벨상 수상자를 만드는 방법과 전략 03과학적 지식 개발  추가 학습을 위한 리소스,2023-10-23,0,0,0,,https://youtu.be/UV31EPr0kro
tYFxhfDSPQg,한국에서 노벨상 수상자를 만드는 방법과 전략 02사고방식 준비  성공적인 과학자를 위한 올바른 태도,2023-10-23,4,0,0,,https://youtu.be/tYFxhfDSPQg
WaFY0wf1JaI,학교 폭력 감소 & 예방법 18두려움과 불안을 줄이기 위한 긍정적인 메시지 작성 및 공유,2023-10-23,13,0,0,,https://youtu.be/WaFY0wf1JaI
-EIZmqrOl_Q,학교 폭력 감소 & 예방법 16위기관리를 위한 기술 활용,2023-10-23,6,0,0,,https://youtu.be/-EIZmqrOl_Q
6vmvQzny5iY,학교 폭력 감소 & 예방법 17부모와 보호자의 지원 창출,2023-10-23,3,0,0,,https://youtu.be/6vmvQzny5iY
CeZycZqDoBA,한국에서 노벨상 수상자를 만드는 방법과 전략 소개,2023-10-23,47,2,0,,https://youtu.be/CeZycZqDoBA
IeYWX9w5S4I,1 학교 폭력 감소 & 예방법 소개,2023-10-23,7,0,0,,https://youtu.be/IeYWX9w5S4I
G5q0kFNaUus,학교 폭력 감소 & 예방법 17부모와 보호자의 지원 창출,2023-10-23,1,0,0,,https://youtu.be/G5q0kFNaUus
6J5lmQgiAcg,학교 폭력 감소 & 예방법 16위기관리를 위한 기술 활용,2023-10-23,6,0,0,,https://youtu.be/6J5lmQgiAcg
s4WjtX4UB3Y,학교 폭력 감소 & 예방법 15학교 안전을 지원하기 위해 지역사회 참여,2023-10-23,12,0,0,,https://youtu.be/s4WjtX4UB3Y
3V2XrWFw4XQ,학교 폭력 감소 & 예방법 14정신 건강 및 웰니스 프로그램 시행,2023-10-23,2,0,0,,https://youtu.be/3V2XrWFw4XQ
ChHCu4dtrQc,학교 폭력 감소 & 예방법 13안전하고 지원적인 학습 환경 조성,2023-10-23,5,0,0,,https://youtu.be/ChHCu4dtrQc
Ol7dQNt2ncU,학교 폭력 감소 & 예방법 11문제 해결을 위한 협력적 접근 방식 육성,2023-10-23,11,0,0,,https://youtu.be/Ol7dQNt2ncU
TIU7ptX4y1c,학교 폭력 감소 & 예방법 10자기조절 및 자기관리 기법 코칭,2023-10-23,8,0,0,,https://youtu.be/TIU7ptX4y1c
cHfot11sjJY,학교 폭력 감소 & 예방법 12괴롭힘 방지 문화 구축,2023-10-23,1,0,0,,https://youtu.be/cHfot11sjJY
5ZqQCVJUvcM,학교 폭력 감소 & 예방법 07교실에서의 예의와 존중 장려,2023-10-23,8,0,0,,https://youtu.be/5ZqQCVJUvcM
YJ_LWunfTkQ,학교 폭력 감소 & 예방법 09갈등 해결 및 문제 해결 기술 교육,2023-10-23,22,0,0,,https://youtu.be/YJ_LWunfTkQ
LTgPdtWOjw0,학교 폭력 감소 & 예방법 08열린 대화와 소통 촉진,2023-10-23,12,0,0,,https://youtu.be/LTgPdtWOjw0
hvtlDDOHdtE,"학교 폭력 감소 & 예방법 05명확한 경계, 규칙 및 기대 사항 설정",2023-10-23,7,0,0,,https://youtu.be/hvtlDDOHdtE
r1Ez_B1IOw4,학교 폭력 감소 & 예방법 06효과적인 징계 전략 개발,2023-10-23,2,0,0,,https://youtu.be/r1Ez_B1IOw4
3ooAzkW-6VE,학교 폭력 감소 & 예방법 04학생과 성인 간의 긍정적인 관계 구축,2023-10-23,9,0,0,,https://youtu.be/3ooAzkW-6VE
BuUBoEz3dSo,학교 폭력 감소 & 예방법 02학교폭력의 원인과 경고 징후 식별 방법,2023-10-23,27,0,0,,https://youtu.be/BuUBoEz3dSo
jd4iq0Ws84E,학교 폭력 감소 & 예방법 03행동 문제가 폭력으로 확대되기 전에 대응하기,2023-10-23,8,0,0,,https://youtu.be/jd4iq0Ws84E
9cO6W7y5mmE,"학교 폭력 감소 & 예방법 01학교폭력의 문제, 문제의 범위에 대한 이해",2023-10-23,15,0,0,,https://youtu.be/9cO6W7y5mmE
an2vWNIKXF8,성경이 가르치는 삶의 지혜 14기도 하나님과의 교통,2023-10-23,0,0,0,,https://youtu.be/an2vWNIKXF8
VYTr0WGU9BQ,인성과 인생을 바꾸는 감사의 힘 08목표 설정 및 달성을 위한 계획 수립,2023-10-23,17,0,0,,https://youtu.be/VYTr0WGU9BQ
lfLezEKl620,인성과 인생을 바꾸는 감사의 힘 소개,2023-10-23,14,0,0,,https://youtu.be/lfLezEKl620
-cKuOSnf2Lk,인성과 인생을 바꾸는 감사의 힘 11감사하는 마음을 기르기,2023-10-23,8,1,0,감사하는 마음을 기르기,https://youtu.be/-cKuOSnf2Lk
srIC6XYAnLs,인성과 인생을 바꾸는 감사의 힘 13감사를 일상의 습관으로 만들기,2023-10-23,9,0,0,,https://youtu.be/srIC6XYAnLs
FzmPcatsgEA,인성과 인생을 바꾸는 감사의 힘 12감사 전략 개선하기,2023-10-23,4,0,0,,https://youtu.be/FzmPcatsgEA
OO2vUsJWlhQ,인성과 인생을 바꾸는 감사의 힘 10부정적인 생각을 긍정적인 생각으로 재구성하기,2023-10-23,12,0,0,,https://youtu.be/OO2vUsJWlhQ
Zxx73DsAq6E,인성과 인생을 바꾸는 감사의 힘 09원하는 것과 필요한 것의 차이를 이해하기,2023-10-23,27,0,0,,https://youtu.be/Zxx73DsAq6E
r4M_GpLQ8KI,인성과 인생을 바꾸는 감사의 힘 06감사 일기 쓰기,2023-10-23,18,0,0,,https://youtu.be/r4M_GpLQ8KI
0BJQbL9fPz4,인성과 인생을 바꾸는 감사의 힘 07꾸준히 실천하기  감사를 일상 생활의 일부로 만들기,2023-10-23,14,0,0,,https://youtu.be/0BJQbL9fPz4
AsrnN-yHrTU,인성과 인생을 바꾸는 감사의 힘 05감사가 중요한 이유를 이해하,2023-10-23,19,1,0,,https://youtu.be/AsrnN-yHrTU
LABtkRke76I,기독교 신앙생활에서 인공지능과 챗GPT 활용법 15AI와 영적 삶 새로운 존재 방식,2023-10-23,14,0,0,,https://youtu.be/LABtkRke76I
xvwj-yZBaw8,기독교 신앙생활에서 인공지능과 챗GPT 활용법 16영성 분야에서 AI와 GPT 기술의 미래,2023-10-23,18,1,0,,https://youtu.be/xvwj-yZBaw8
gJzsdxEUO0w,기독교 신앙생활에서 인공지능과 챗GPT 활용법 14영적인 삶에서 AI 원칙 구현,2023-10-23,5,0,0,,https://youtu.be/gJzsdxEUO0w
nM_gntJROs0,기독교 신앙생활에서 인공지능과 챗GPT 활용법 13AI와 삶의 보편적 의미 탐색,2023-10-23,6,0,0,,https://youtu.be/nM_gntJROs0
I2V8ESKFY24,인성과 인생을 바꾸는 감사의 힘 04일상생활 속에서 감사 표현하기,2023-10-23,21,0,0,,https://youtu.be/I2V8ESKFY24
lfSQvrokldQ,인성과 인생을 바꾸는 감사의 힘 02자신을 알아가세요 감사하는 대상을 식별하는 방법,2023-10-23,21,0,0,,https://youtu.be/lfSQvrokldQ
xO9ZaYoHBVI,인성과 인생을 바꾸는 감사의 힘 01 감사 실천의 이점,2023-10-23,94,0,0,,https://youtu.be/xO9ZaYoHBVI
7LxrOAneJak,인성과 인생을 바꾸는 감사의 힘 03감사 계획 세우기,2023-10-23,11,0,0,,https://youtu.be/7LxrOAneJak
-tX9Y3BMwDs,기독교 신앙생활에서 인공지능과 챗GPT 활용법 11영적 발전에 있어 책임감 있는 AI 사용 장려,2023-10-23,9,0,0,,https://youtu.be/-tX9Y3BMwDs
FO-5QNlcgC8,기독교 신앙생활에서 인공지능과 챗GPT 활용법 12AI가 종교 예술과 음악에 미치는 영향,2023-10-23,11,0,0,,https://youtu.be/FO-5QNlcgC8
CUWcsoxFwRY,기독교 신앙생활에서 인공지능과 챗GPT 활용법 10예배소 관행에서 인공 지능의 잠재력 탐구,2023-10-23,6,0,0,,https://youtu.be/CUWcsoxFwRY
a7YSlY9JaCo,기독교 신앙생활에서 인공지능과 챗GPT 활용법 08영적 인도를 위한 AI와의 소통,2023-10-23,3,0,0,,https://youtu.be/a7YSlY9JaCo
ECziD9KMFVk,기독교 신앙생활에서 인공지능과 챗GPT 활용법 09영적 수련에 적합한 AI 도구 선택,2023-10-23,7,0,0,,https://youtu.be/ECziD9KMFVk
zWGzCbOv-yw,기독교 신앙생활에서 인공지능과 챗GPT 활용법 06AI를 활용한 영적 성장을 위한 플랫폼 및 프로그램 설정,2023-10-23,7,0,0,,https://youtu.be/zWGzCbOv-yw
zsr0UURSPrk,기독교 신앙생활에서 인공지능과 챗GPT 활용법 03다양한 유형의 AI 이해,2023-10-23,7,0,0,,https://youtu.be/zsr0UURSPrk
DFiqsu76oqs,기독교 신앙생활에서 인공지능과 챗GPT 활용법 04영성에서 GPT 기술의 역할 탐색,2023-10-23,13,1,0,,https://youtu.be/DFiqsu76oqs
K4zYl5FD2yI,기독교 신앙생활에서 인공지능과 챗GPT 활용법 02AI가 영적 성장을 지원하는 방법,2023-10-23,3,0,0,,https://youtu.be/K4zYl5FD2yI
